jmdict_seq,kana,kanji,waller_definition,jlpt_level
1183470,おんたい,温帯,temperate zone,N2
1270530,おんちゅう,御中,"and Company,Messrs.",N2
1344980,おんなのひと,女の人,woman,N2
1196540,か,蚊,mosquito,N2
1036560,カーブ,,"(1) curve,(2) curve ball (baseball)",N2
1203100,かい,貝,"shell,shellfish",N2
1202560,かいかい,開会,opening of a meeting,N2
1589660,かいかん,会館,"meeting hall,assembly hall",N2
1200840,かいさつ,改札,examination of tickets,N2
1199000,かいさん,解散,"breakup,dissolution",N2
1201520,かいすいよく,海水浴,"sea bathing,seawater bath",N2
1199510,かいすう,回数,"number of times,frequency",N2
1199520,かいすうけん,回数券,book of tickets,N2
1200930,かいせい,改正,"revision,amendment,alteration",N2
1200060,かいせい,快晴,good weather,N2
1199080,かいせつ,解説,"explanation,commentary",N2
1201000,かいぞう,改造,"(1) remodeling,(2) modding (comp)",N2
1202850,かいつう,開通,"opening,open",N2
1199640,かいてん,回転,"rotation,revolution,turning",N2
1199160,かいとう,解答,"answer,solution",N2
1199680,かいとう,回答,"reply,answer",N2
1204070,がいぶ,外部,"the outside,external",N2
1199250,かいほう,解放,"release,liberation,emancipation",N2
1202950,かいほう,開放,"open,throw open,liberalization",N2
1201790,かいよう,海洋,ocean,N2
1204520,がいろん,概論,"intro,outline,general remarks",N2
1221240,かえす,帰す,to send back,N2
1226610,かえって,却って,"on the contrary,rather,all the more,instead",N2
1589780,かえる,代える,"to exchange,to interchange,to substitute,to replace",N2
1512150,かえる,反る,"to warp,to be warped,to curve",N2
1191780,かおく,家屋,"house,building",N2
1589880,かかわる,係わる,"to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)",N2
1589960,かきとめ,書留,"writing down,putting on record,recording,making a note of,registration (of mail)",N2
1589970,かきとり,書取,dictation,N2
1204800,かきね,垣根,hedge,N2
1399970,かく,掻く,"to scratch,to perspire",N2
1565480,かぐ,嗅ぐ,"to sniff,to smell",N2
1193130,かくう,架空,"aerial,overhead,fiction,fanciful",N2
1205010,かくじ,各自,"individual,each",N2
1205190,かくじゅう,拡充,expansion,N2
1206870,がくじゅつ,学術,"science,learning,scholarship",N2
1205100,かくち,各地,"every place,various places",N2
1205220,かくちょう,拡張,"expansion,extension,enlargement,escape (ESC)",N2
1206190,かくど,角度,angle,N2
1207030,がくねん,学年,"year in school,grade in school",N2
1207080,がくぶ,学部,"department of a university,undergraduate",N2
1205490,かくべつ,格別,exceptional,N2
1205950,かくりつ,確率,probability,N2
1207180,がくりょく,学力,"scholarship,knowledge,literary ability",N2
1590080,かけざん,掛け算,multiplication,N2
1190810,かけつ,可決,"approval,adoption (e.g. motion, bill),passage",N2
1193860,かこう,火口,"a burner,origin of a fire",N2
1184940,かこう,下降,"downward,descent,fall,drop,subsidence",N2
1335800,かさなる,重なる,"to be piled up,lie on top of one another,overlap each other",N2
1335830,かさねる,重ねる,"to pile up,to put something on another,to heap up,to add,to repeat",N2
1357160,かざり,飾り,decoration,N2
1193910,かざん,火山,volcano,N2
1002790,かしこまりました,,certainly!,N2
1590240,かしだし,貸し出し,"lending,loaning",N2
1196120,かしつ,過失,"error,blunder,accident",N2
1192940,かじつ,果実,"fruit,nut,berry.",N2
1609530,かしま,貸間,room to let,N2
1411170,かしや,貸家,house for rent,N2
1590250,かしょ,個所,"passage,place,point,part",N2
1196170,かじょう,過剰,"excess,over-",N2
1610640,かじる,,"to chew,to bite (at),to gnaw,to nibble",N2
1195790,かぜい,課税,taxation,N2
1185640,かせん,下線,"underline,underscore",N2
1037400,カセット,,cassette (tape),N2
1190370,かそく,加速,acceleration,N2
1190390,かそくど,加速度,acceleration,N2
1511600,かたかな,片仮名,katakana,N2
1511770,かたづく,片付く,"to put in order,to dispose of,to solve",N2
1590410,かたまり,塊,"lump,mass,clod,cluster",N2
1266550,かたまる,固まる,"to harden,to solidify,to become firm,to become certain",N2
1511760,かたみち,片道,one-way (trip),N2
1578210,かたむく,傾く,"to incline toward,to slant,to lurch",N2
1590420,かたよる,片寄る,"to be one-sided,to incline,to be partial",N2
1206590,がっか,学科,"study subject,course of study",N2
1206610,がっかい,学会,"scientific society,academic meeting",N2
1207340,がっき,楽器,musical instrument,N2
1206680,がっきゅう,学級,grade in school,N2
1418140,かつぐ,担ぐ,"to shoulder,to carry on shoulder",N2
1208240,かっこ,括弧,"parenthesis,brackets",N2
1208300,かつじ,活字,printing type,N2
1208450,かつやく,活躍,activity,N2
1208480,かつりょく,活力,"vitality,energy",N2
1187870,かてい,仮定,"assumption,supposition,hypothesis",N2
1196270,かてい,過程,process,N2
1195850,かてい,課程,"course,curriculum",N2
1590540,かな,仮名,"(n) alias,pseudonym,pen name",N2
1188100,かなづかい,仮名遣い,"kana orthography,syllabary spelling",N2
1352030,かね,鐘,"bell,chime",N2
1190470,かねつ,加熱,heating,N2
1256520,かねる,兼ねる,"to hold (position),to serve,to be unable",N2
1037960,カバー,,cover (ex. book),N2
1196380,かはんすう,過半数,majority,N2
1484320,かぶせる,被せる,to cover (with something),N2
1209080,かま,釜,"iron pot,kettle",N2
1609610,かみくず,紙屑,wastepaper,N2
1364920,かみさま,神様,god,N2
1435180,かみそり,剃刀,razor,N2
1040350,ガム,,chewing gum,N2
1195890,かもつ,貨物,"cargo,freight",N2
1569570,かゆい,,"itchy,itching",N2
1193450,かよう,歌謡,"song,ballad",N2
1205740,から,殻,"shell,husk,hull,chaff",N2
1038500,カラー,,"collar,color,colour",N2
1567650,からかう,,"to ridicule,to tease,to banter with,to make fun of",N2
1245380,からっぽ,空っぽ,"empty,vacant,hollow",N2
1590710,かるた,,(n) playing cards (pt: carta),N2
1267220,かれる,枯れる,"to wither,to die (plant),to be blasted (plant)",N2
1039300,カロリー,,calorie,N2
1190730,かわいがる,,"to love,to be affectionate",N2
1209630,かわかす,乾かす,"to dry (clothes, etc.),to desiccate",N2
1208520,かわく,渇く,to be thirsty,N2
1157330,かわせ,為替,"money order,exchange",N2
1209580,かわら,瓦,roof tile,N2
1590820,かわる,代る,"(v5r,vi) to take the place of,to relieve,to be substituted for",N2
1215380,かんかく,間隔,"space,interval,SPC",N2
1212780,かんき,換気,ventilation,N2
1212360,かんげき,感激,"deep emotion,impression,inspiration",N2
1215910,かんさい,関西,,N2
1215200,かんしょう,鑑賞,appreciation,N2
1609650,かんずる,感ずる,"to feel,to sense",N2
1215520,かんせつ,間接,"indirection,indirectness",N2
1209920,かんそう,乾燥,"dry,arid,insipid,dehydrated",N2
1212480,かんそう,感想,"impressions,thoughts",N2
1214980,かんそく,観測,observation,N2
1210460,かんたい,寒帯,frigid zone,N2
1211730,かんちょう,官庁,"government office,authorities",N2
1210620,かんちがい,勘違い,"misunderstanding,wrong guess",N2
1214560,かんづめ,缶詰,"packing (in cans),canning,canned goods,tin can",N2
1210100,かんでんち,乾電池,"dry cell,battery",N2
1216010,かんとう,関東,"eastern half of Japan, including Tokyo",N2
1215010,かんねん,観念,"(1) idea,notion,conception,(2) sense (e.g. of duty)",N2
1590950,かんぱい,乾杯,toast (drink),N2
1213990,かんばん,看板,"sign,signboard,doorplate,poster",N2
1214030,かんびょう,看病,nursing (a patient),N2
1577620,かんむり,冠,"crown,diadem,first,best",N2
1213260,かんわ,漢和,Chinese Character-Japanese (e.g. dictionary),N2
1221880,きあつ,気圧,atmospheric pressure,N2
1220810,きかい,器械,instrument,N2
1423160,きがえ,着替え,"changing clothes,change of clothes",N2
1220880,きかんしゃ,機関車,"locomotive,engine",N2
1591080,ききん,飢饉,famine,N2
1218920,きぐ,器具,utensil,N2
1220560,きげん,期限,"term,period",N2
1223210,きごう,記号,"symbol,code",N2
1285890,きざむ,刻む,"to mince,to carve,to engrave",N2
1224700,ぎしき,儀式,"ceremony,rite,ritual,service",N2
1591210,きじゅん,基準,"standard,basis,criteria,norm",N2
1591210,きじゅん,規準,"standard,basis,criteria,norm",N2
1223820,きしょう,起床,"rising,getting out of bed",N2
1422990,きせる,着せる,to put on clothes,N2
1219060,きそ,基礎,"foundation,basis",N2
1222460,きたい,気体,"vapour,gas",N2
1219110,きち,基地,base,N2
1591290,きっかけ,,"chance,start,cue,excuse",N2
1003590,ぎっしり,,"tightly,fully",N2
1219170,きばん,基盤,"foundation,basis",N2
1226760,きゃくせき,客席,guest seating,N2
1226710,きゃくま,客間,"parlor,guest room",N2
1043150,ギャング,,gang,N2
1042150,キャンパス,,campus,N2
1227700,きゅうぎょう,休業,"closed (e.g. store),business suspended,shutdown,holiday",N2
1227780,きゅうこう,休講,lecture cancelled,N2
1227940,きゅうそく,休息,"rest,relief,relaxation",N2
1230350,きゅうよ,給与,"allowance,grant,supply",N2
1228100,きゅうよう,休養,"rest,break,recreation",N2
1378140,きよい,清い,"clear,pure,noble",N2
1236200,きょうか,強化,"strengthen,intensify,reinforce,solidify",N2
1235960,きょうかい,境界,boundary,N2
1281930,ぎょうじ,行事,"event,function",N2
1236740,きょうしゅく,恐縮,"shame,very kind of you,sorry to trouble",N2
1237370,きょうよう,教養,"culture,education,refinement,cultivation",N2
1282220,ぎょうれつ,行列,"(1) line,procession,(2) matrix (math)",N2
1232990,ぎょぎょう,漁業,fishing (industry),N2
1239970,きょくせん,曲線,curve,N2
1223120,きりつ,規律,"order,rules,law",N2
1304400,きる,斬る,"(v5r) to behead,to murder",N2
1591990,きをつける,気を付ける,"to be careful,to pay attention,to take care",N2
1242750,きんぎょ,金魚,goldfish,N2
1244090,くいき,区域,"limits,boundary,domain,zone,sphere,territory",N2
1246250,ぐうすう,偶数,even number,N2
1245730,くうそう,空想,"daydream,fantasy,fancy,vision",N2
1245790,くうちゅう,空中,"sky,air",N2
1043310,クーラー,,"cooler,air conditioner",N2
1436840,くぎ,釘,nail,N2
1592130,くぎる,区切る,"to punctuate,to cut off,to mark off,to stop,to put an end to",N2
1246490,くし,櫛,comb,N2
1003710,くしゃみ,,sneeze,N2
1244520,くじょう,苦情,"complaint,troubles,objection",N2
1244530,くしん,苦心,"pain,trouble",N2
1246510,くず,屑,"waste,scrap",N2
1516260,くずす,崩す,"to destroy,to pull down,to make change (money)",N2
1538250,くすりゆび,薬指,ring finger,N2
1516270,くずれる,崩れる,"to collapse,to crumble",N2
1295170,くだく,砕く,"to break,to smash",N2
1295190,くだける,砕ける,"to break,to be broken",N2
1003810,くたびれる,,"to get tired,to wear out",N2
1184360,くだらない,,"good-for-nothing,stupid,trivial,worthless",N2
1184450,くだる,下る,"to get down,to descend",N2
1359940,くちびる,唇,lips,N2
1276110,くちべに,口紅,lipstick,N2
1003860,くっつく,,"to adhere to,to keep close to",N2
1003870,くっつける,,to attach,N2
1572760,くどい,,"verbose,importunate,heavy (taste)",N2
1244050,くとうてん,句読点,punctuation marks,N2
1472990,くばる,配る,"to distribute,to deliver",N2
1278220,くふう,工夫,"labourer,worker",N2
1244230,くぶん,区分,"division,section,classification",N2
1592290,くみあわせ,組合せ,combination,N2
1397580,くみたてる,組み立てる,"to assemble,to set up,to construct",N2
1229610,くむ,汲む,"(1) to draw (water),to dip,to scoop,to pump",N2
1324210,くむ,酌む,to serve sake,N2
1592350,くやしい,悔しい,"regrettable,mortifying,vexing",N2
1200450,くやむ,悔やむ,to mourn,N2
1044440,クリーニング,,"cleaning,dry cleaning,laundry service",N2
2831360,くるむ,,"to be engulfed in,to be enveloped by,to wrap up",N2
1269140,くれぐれも,,"repeatedly,sincerely,earnestly",N2
1609730,くわえる,咥える,,N2
1249230,ぐん,郡,"country,district",N2
1250990,けいこ,稽古,"practice,training,study",N2
1250750,けいご,敬語,"honorific,term of respect",N2
1592540,けいこうとう,蛍光灯,"fluorescent lamp,person who is slow to react",N2
1250310,けいしき,形式,"form,formality,format,math expression",N2
1251810,けいぞく,継続,continuation,N2
1533860,けいと,毛糸,knitting wool,N2
1251630,けいど,経度,longitude,N2
1251030,けいとう,系統,"system,family line,geological formation",N2
1253130,げいのう,芸能,"public entertainment,accomplishments,attainments",N2
1234210,けいば,競馬,horse racing,N2
1252490,けいび,警備,"defense,guard,policing,security",N2
1250430,けいようし,形容詞,true adjective,N2
1250450,けいようどうし,形容動詞,"adjectival noun,quasi-adjective",N2
1203380,げか,外科,surgical department,N2
1533930,けがわ,毛皮,"fur,skin,pelt",N2
1253690,げきぞう,激増,sudden increase,N2
1185170,げしゃ,下車,"alighting,getting off",N2
1185330,げじゅん,下旬,month (last third of),N2
1185510,げすい,下水,"drainage,sewage,ditch,gutter,sewerage",N2
1298090,けずる,削る,"to cut down little by little,to take a percentage",N2
1253800,けた,桁,"column,beam,digit",N2
1185780,げた,下駄,"geta (Japanese footwear),wooden clogs",N2
1255110,けつあつ,血圧,blood pressure,N2
1255120,けつえき,血液,blood,N2
1255560,げっきゅう,月給,monthly salary,N2
1253840,けっさく,傑作,"masterpiece,best work,boner,blunder",N2
1255840,げつまつ,月末,end of the month,N2
1222510,けはい,気配,"indication,market trend,worry",N2
1186230,げひん,下品,"vulgarity,meanness,indecency,coarseness",N2
1177190,けむい,煙い,smoky,N2
1333400,ける,蹴る,to kick,N2
1260530,けわしい,険しい,"inaccessible place,sharp eyes",N2
1259440,けんがく,見学,"inspection,study by observation,field trip",N2
1260190,けんきょ,謙虚,"modesty,humility",N2
1261340,げんこう,原稿,"manuscript,copy",N2
1261470,げんさん,原産,"place of origin,habitat",N2
1261500,げんし,原始,"origin,primeval",N2
1258660,けんしゅう,研修,training,N2
1262660,げんじゅう,厳重,"strict,rigour,severe,firm",N2
1260240,けんそん,謙遜,"humble,humility,modesty",N2
1258880,けんちょう,県庁,prefectural office,N2
1264690,げんど,限度,"limit,bounds",N2
1263500,げんに,現に,"actually,really",N2
1260660,けんびきょう,顕微鏡,microscope,N2
1262460,げんり,原理,"principle,theory,fundamental truth",N2
1262490,げんりょう,原料,raw materials,N2
1270870,ご,碁,Go (board game of capturing territory),N2
1558760,こいしい,恋しい,"(1) dear,beloved,darling,(2) yearned for",N2
1592920,こう,請う,"to ask,to request",N2
1277980,こういん,工員,factory worker,N2
1236170,ごういん,強引,"overbearing,coercive,pushy,forcible,high-handed",N2
1273420,こうがい,公害,"public nuisance,pollution",N2
1283400,こうきゅう,高級,"high class,high grade",N2
1273510,こうきょう,公共,"public,community,public service,society,communal",N2
1278090,こうげい,工芸,industrial arts,N2
1277880,こうこう,孝行,filial piety,N2
1271970,こうさ,交差,cross,N2
1282280,こうし,講師,lecturer,N2
1278130,こうじ,工事,construction work,N2
1273820,こうしき,公式,"formula,formality,official",N2
1276220,こうじつ,口実,excuse,N2
2008040,こうして,,thus,N2
1279540,こうしゃ,校舎,school building,N2
1273900,こうしゅう,公衆,the public,N2
1283060,こうすい,香水,perfume,N2
1274120,こうせい,公正,"justice,fairness,impartiality",N2
1275070,こうせき,功績,"achievements,merit,meritorious service,meritorious deed",N2
1273030,こうせん,光線,"beam,light ray",N2
1283690,こうそう,高層,upper,N2
1279790,こうぞう,構造,"structure,construction",N2
1592990,こうたい,交替,"alternation,change,relief,relay,shift",N2
1280990,こうち,耕地,arable land,N2
1272320,こうつうきかん,交通機関,transportation facilities,N2
1279600,こうてい,校庭,campus,N2
1281180,こうてい,肯定,"positive,affirmation",N2
1283830,こうど,高度,"altitude,height,advanced",N2
1283850,こうとう,高等,"high class,high grade",N2
1285140,ごうどう,合同,"combination,incorporation,union,amalgamation",N2
1270010,こうはい,後輩,junior (at work or school),N2
1274550,こうひょう,公表,"official announcement,proclamation",N2
1282650,こうぶつ,鉱物,mineral,N2
1274810,こうむ,公務,"official business,public business",N2
1283000,こうもく,項目,item,N2
1578780,こうよう,紅葉,(1) (Japanese) maple,N2
1285330,ごうり,合理,rational,N2
1272580,こうりゅう,交流,"alternating current,intercourse,(cultural) exchange,intermingling",N2
1285390,ごうりゅう,合流,"confluence,union,linking up,merge",N2
1275250,こうりょく,効力,"effect,efficacy,validity,potency",N2
1593070,こえる,超える,"to exceed,to cross over,to cross",N2
1048830,コース,,course,N2
1049340,コーラス,,chorus,N2
1350710,こがす,焦がす,"to burn,to scorch,to singe,to char",N2
1286160,こくおう,国王,king,N2
1286780,こくせき,国籍,nationality,N2
1287180,こくりつ,国立,national,N2
1005030,ごくろうさま,,Thank you very much for your....,N2
1350730,こげる,焦げる,"to burn,to be burned",N2
1446180,こごえる,凍える,"to freeze,to be chilled,to be frozen",N2
1360890,こころあたり,心当たり,"having some knowledge of,happening to know",N2
1360920,こころえる,心得る,"to be informed,to have thorough knowledge",N2
1288370,こしかけ,腰掛け,"seat,bench",N2
1288350,こしかける,腰掛ける,to sit (down),N2
1268300,ごじゅうおん,五十音,the Japanese syllabary,N2
1267600,こしょう,胡椒,pepper,N2
1567390,こしらえる,,"to make,to manufacture",N2
1175300,こす,超す,"to cross,to pass,to tide over",N2
1298910,こする,擦る,"to rub,to chafe,to file,to frost (glass),to strike (match)",N2
1264980,こたい,個体,an individual,N2
1593590,ごちそう,御馳走,"feast,treating (someone)",N2
1270520,ごちそうさま,,feast,N2
1004510,こちらこそ,,it is I who should say so,N2
1348030,こづかい,小遣い,"personal expenses,pocket money,spending money,incidental expenses,allowance",N2
1050310,コック,,"(1) cook (nl:),(2) tap,spigot,faucet,cock",N2
1004520,こっそり,,"stealthily,secretly",N2
1265860,こてん,古典,"old book,classics,classic",N2
1241450,こと,琴,Koto (Japanese harp),N2
1593330,ことづける,言付ける,"to send word,to send a message",N2
1264560,ことばづかい,言葉遣い,"speech,expression,wording",N2
1004610,こないだ,,"the other day,lately,recently",N2
1270650,ごぶさた,御無沙汰,not writing or contacting for a while,N2
1557640,こぼす,,to spill,N2
1557650,こぼれる,零れる,"to overflow,to spill",N2
1054570,ゴム,,"gum,rubber,eraser",N2
1270670,ごめん,御免,"your pardon,declining (something),dismissal,permission",N2
1270690,ごめんください,,May I come in?,N2
1348170,こゆび,小指,little finger,N2
2827352,こらえる,,"to bear,to stand,to endure,to put up with",N2
1269290,ごらく,娯楽,"pleasure,amusement",N2
1270760,ごらん,御覧,"(hon) look,inspection,try",N2
1051540,コレクション,,"(1) collection,(2) correction",N2
1440980,ころがす,転がす,to roll,N2
1441000,ころがる,転がる,"to roll,to tumble",N2
1290590,こん,紺,"navy blue,deep blue",N2
1051840,コンクール,,contest (fr: concours),N2
1051860,コンクリート,,concrete,N2
1290360,こんごう,混合,"mixing,mixture",N2
1052330,コンセント,,"(1) consent,(2) concentric",N2
1258500,こんだて,献立,"menu,program,schedule",N2
1289480,こんばんは,,good evening,N2
1054850,サークル,,"circle,sports club (i.e. at a company)",N2
1296440,ざいがく,在学,(enrolled) in school,N2
1292760,さいさん,再三,"again and again,repeatedly",N2
1295310,さいじつ,祭日,"national holiday,festival day",N2
1292200,さいそく,催促,"request,demand,claim,urge (action),press for",N2
1294850,さいてん,採点,"marking,grading,looking over",N2
1295110,さいなん,災難,"calamity,misfortune",N2
1296200,さいほう,裁縫,sewing,N2
1296660,ざいもく,材木,"lumber,timber",N2
1056150,サイレン,,siren,N2
1226970,さかさ,逆さ,"reverse,inversion,upside down",N2
1593650,さかさま,逆様,"inversion,upside down",N2
1593670,さがす,捜す,"to search,to seek,to look for",N2
1397830,さかのぼる,遡る,"to go back,to go upstream,to make retroactive",N2
1329110,さかば,酒場,"bar,bar-room",N2
1576030,さきおととい,,two days before yesterday,N2
1388170,さきほど,先程,some time ago,N2
1207730,さく,裂く,"to tear,to split",N2
1298320,さくいん,索引,"index,indices",N2
1297710,さくしゃ,作者,"author,authoress",N2
1298120,さくじょ,削除,"elimination,cancellation,deletion,erasure",N2
1297760,さくせい,作成,"frame,draw up,make,producing",N2
1297790,さくせい,作製,manufacture,N2
1418260,さぐる,探る,"to search,to look for,to sound out",N2
1565670,ささやく,囁く,"to whisper,to murmur",N2
1306390,ささる,刺さる,"to stick,to be stuck",N2
1585630,さじ,匙,spoon,N2
1291990,ざしき,座敷,tatami room,N2
1593780,さしつかえ,差し支え,"hindrance,impediment",N2
1291090,さしひき,差し引き,"deduction,subtraction,balance,ebb and flow,rise and fall",N2
1306570,さしみ,刺身,sliced raw fish,N2
1306470,さす,刺す,"to pierce,to stab,to prick,to thrust",N2
1399830,さす,挿す,"to insert,to put in,to graft,to wear in belt",N2
1609820,さす,注す,"to pour (drink),to serve (drinks)",N2
1322170,さす,射す,"to shine,to strike",N2
1552390,さすが,流石,"clever,adept,good,expectations,as one would expect",N2
1298800,さつえい,撮影,photographing,N2
1299280,ざつおん,雑音,"noise (jarring, grating)",N2
1005190,さっさと,,quickly,N2
1400300,さっそく,早速,"at once,immediately,without delay,promptly",N2
1593820,さび,錆,rust (colour),N2
1299640,さびる,錆びる,"to rust,to become rusty",N2
1291980,ざぶとん,座布団,cushion (Japanese),N2
1556740,さます,冷ます,"to cool,to dampen,to let cool",N2
1519120,さまたげる,妨げる,"to disturb,to prevent",N2
1556750,さめる,冷める,"to become cool,to wear off,to abate,to subside",N2
1291050,さようなら,,good-bye,N2
1293640,さらいげつ,再来月,month after next,N2
1293650,さらいしゅう,再来週,week after next,N2
1293660,さらいねん,再来年,year after next,N2
1057960,サラリーマン,,"salary man,company employee",N2
1403000,さわがしい,騒がしい,noisy,N2
1399520,さわやか,,"fresh,refreshing,invigorating",N2
1299970,さんかく,三角,"triangle,triangular",N2
1303930,さんすう,算数,arithmetic,N2
1304330,さんせい,酸性,acidity,N2
1303820,さんち,産地,producing area,N2
1058760,サンプル,,sample,N2
1303230,さんりん,山林,"mountain forest,mountains and forest",N2
1305130,しあがる,仕上がる,to be finished,N2
1594050,しあさって,,two days after tomorrow,N2
1059300,シーズン,,season (sporting),N2
1059400,シーツ,,sheet,N2
1315250,じいん,寺院,temple,N2
1631970,しいん,,"silent (as the grave),(deathly) quiet",N2
1317400,じえい,自衛,self-defense,N2
1609860,しおからい,塩辛い,salty (taste),N2
1306640,しかい,司会,chairmanship,N2
1307090,しかく,四角,square,N2
1307100,しかくい,四角い,square,N2
1315960,じかんわり,時間割,"timetable,schedule",N2
1307130,しき,四季,four seasons,N2
1497060,しきち,敷地,site,N2
1311900,しきゅう,至急,"urgent,pressing",N2
1497020,しく,敷く,"to spread out,to lay out",N2
1533740,しげる,茂る,"to grow thick,to luxuriate,to be luxurious",N2
1315790,じさん,持参,"bringing,taking,carrying",N2
1317080,じしゃく,磁石,magnet,N2
1307250,ししゃごにゅう,四捨五入,rounding up (fractions),N2
1307570,しじゅう,始終,"continuously,from beginning to end",N2
1317900,じしゅう,自習,self-study,N2
1594270,しずまる,静まる,"to quieten down,to calm down,to subside",N2
1307740,しせい,姿勢,"attitude,posture",N2
1318110,しぜんかがく,自然科学,natural science,N2
1316290,じそく,時速,speed (per hour),N2
1307990,しそん,子孫,"descendants,posterity,offspring",N2
1310920,したい,死体,corpse,N2
1185370,したがき,下書き,"rough copy,draft",N2
1185940,したまち,下町,"Shitamachi,lower parts of town",N2
1317810,じち,自治,"self-government,autonomy",N2
1320920,じっかん,実感,"feelings (actual, true)",N2
1320410,しっけ,湿気,"moisture,humidity,dampness",N2
1320410,しっき,湿気,"moisture,humidity,dampness",N2
1005550,しつこい,,"insistent,obstinate",N2
1321200,じっしゅう,実習,"practice,training",N2
1321240,じっせき,実績,"achievements,actual results",N2
1320490,しつど,湿度,level of humidity,N2
1319710,しっぴつ,執筆,writing,N2
1321430,じつぶつ,実物,"real thing,original",N2
1358800,しっぽ,,tail (animal),N2
1321480,じつよう,実用,"practical use,utility",N2
1321530,じつりょく,実力,"merit,efficiency,arms,force",N2
1321560,じつれい,実例,"example,illustration",N2
1320250,しつれん,失恋,"disappointed love,broken heart,unrequited love,be lovelorn",N2
1309910,してい,指定,"designation,specification,assignment,pointing at",N2
1311340,してつ,私鉄,private railway,N2
1315060,じどう,児童,"children,juvenile",N2
1476050,しばる,縛る,"to tie,to bind",N2
1421420,じばん,地盤,(the) ground,N2
1569620,しびれる,,"to become numb,to go to sleep (i.e., a limb)",N2
1311600,しへい,紙幣,"paper money,notes,bills",N2
1427460,しぼむ,,"to wither,to fade (away),to shrivel,to wilt",N2
1594520,しぼる,絞る,"to press,to wring,to squeeze",N2
1321670,しま,縞,stripe,N2
1421490,じみ,地味,"plain,simple",N2
1005610,しみじみ,,"keenly,deeply,heartily",N2
1311060,しめい,氏名,"full name,identity",N2
1594590,しめきり,締切,"closing,cut-off,end,deadline,Closed,No Entrance",N2
1594600,しめきる,締め切る,to shut up,N2
1320390,しめる,湿る,"to be wet,to become wet,to be damp",N2
1064980,ジャーナリスト,,journalist,N2
1322720,しゃかいかがく,社会科学,social science,N2
1005630,しゃがむ,,to squat,N2
1323370,じゃぐち,蛇口,"faucet,tap",N2
1324870,じゃくてん,弱点,"weak point,weakness",N2
1323120,しゃこ,車庫,"garage,car shed",N2
1323170,しゃしょう,車掌,(train) conductor,N2
1322120,しゃせい,写生,"sketching,drawing from nature",N2
1322890,しゃせつ,社説,"editorial,leading article",N2
1005650,しゃっくり,,"hiccough,hiccup",N2
1061440,シャッター,,shutter,N2
1005670,しゃぶる,,"to suck,to chew",N2
1323280,しゃりん,車輪,(car) wheel,N2
1568640,しゃれ,洒落,"joke,pun,witticism",N2
1005970,じゃんけん,,(n) rock-scissors-paper game,N2
1333600,しゅうかい,集会,"meeting,assembly",N2
2841455,じゅうきょ,住居,"dwelling,house,residence,address",N2
1333620,しゅうきん,集金,money collection,N2
1333680,しゅうごう,集合,"gathering,assembly,meeting,set (math)",N2
1333110,しゅうじ,習字,penmanship,N2
1332170,しゅうぜん,修繕,"repair,mending",N2
1595360,じゅうたい,重体,"seriously ill,serious condition,critical state",N2
1595370,じゅうたん,絨毯,carpet,N2
1332950,しゅうてん,終点,"terminus,last stop (e.g train)",N2
1336570,じゅうてん,重点,"important point,lay stress on,colon,emphasis",N2
1331780,しゅうにん,就任,"inauguration,assumption of office",N2
1331300,しゅうへん,周辺,"circumference,outskirts,environs,(computer) peripheral",N2
1336770,じゅうやく,重役,"director,high executive",N2
1333040,しゅうりょう,終了,"end,close,termination",N2
1336900,じゅうりょう,重量,"(1) weight,(2) heavyweight boxer",N2
1336980,じゅうりょく,重力,gravity,N2
1337830,じゅくご,熟語,"idiom,idiomatic phrase,kanji compound",N2
1337500,しゅくじつ,祝日,national holiday,N2
1337630,しゅくしょう,縮小,"reduction,curtailment",N2
1329740,じゅけん,受験,taking an examination,N2
1325420,しゅご,主語,(gram) subject,N2
1338600,しゅっきん,出勤,"going to work,at work",N2
1340840,じゅつご,述語,predicate,N2
1339660,しゅっちょう,出張,"official tour,business trip",N2
1330240,じゅみょう,寿命,life span,N2
1326290,しゅやく,主役,"leading part,leading actor (actress)",N2
1330090,じゅわき,受話器,(telephone) receiver,N2
1341340,じゅんかん,循環,"circulation,rotation,cycle",N2
1342110,じゅんさ,巡査,"police,policeman",N2
1342230,じゅんじゅん,順々,"in order,in turn",N2
1342340,じゅんじょ,順序,"order,sequence,procedure",N2
1341910,じゅんじょう,純情,"pure heart,naivete,self-sacrificing devotion",N2
1341930,じゅんすい,純粋,"pure,true,genuine,unmixed",N2
1350140,しょうか,消化,digestion,N2
1347880,しょうがくせい,小学生,grade school student,N2
1305510,しょうがない,,,N2
1347640,しょうぎ,将棋,Japanese chess,N2
1356930,じょうき,蒸気,"steam,vapour",N2
1435520,じょうぎ,定規,(measuring) ruler,N2
1352930,じょうきゅう,上級,"advanced level,high grade,senior",N2
1346740,しょうぎょう,商業,"commerce,trade,business",N2
1350220,しょうきょくてき,消極的,passive,N2
1351930,しょうきん,賞金,"prize,monetary award",N2
1352710,じょうげ,上下,"high and low,up and down,unloading and loading,praising and blaming",N2
1352090,しょうじ,障子,paper sliding door,N2
1347080,しょうしゃ,商社,"trading company,firm",N2
1355270,じょうしゃ,乗車,"taking a train,entraining",N2
1353410,じょうじゅん,上旬,first 10 days of month,N2
